word	source	identifier
Succinyl-CoA	MESH	C012046
Letistidine D-Fructose 1,6-bisphosphate	MESH	C029063
Agmatine	MESH	D000376
L-Cysfeine Phosphoenployruvate L-Alanine	MESH	D000409
Arginine	MESH	D001120
Asparagine	MESH	D001216
Aspartate	MESH	D001224
D-Fructose	MESH	D005632
D-Glucose	MESH	D005947
L-Glycine	MESH	D005998
L-Isoleucine	MESH	D007532
L-Leucine	MESH	D007930
Lysine	MESH	D008239
Methionine	MESH	D008715
L-Phenylalanine	MESH	D010649
1-phosphate	MESH	D010710
L-Proline	MESH	D011392
Putrescine	MESH	D011700
L-Serine	MESH	D012694
Spermidine	MESH	D013095
Succinate	MESH	D013386
Sucrose	MESH	D013395
Trehalose	MESH	D014199
L-Tyrosine	MESH	D014443
D-Glucose 6-phosphate	MESH	D019298
Lactate	MESH	D019344
