word	source	identifier
lotaustralin 2-phospho-D-glycerate	MESH	C001556
L-canaline urea	MESH	C001926
5-dehydro-2-deoxy-D-gluconate 6-phosphate	MESH	C008884
scyllo-inositol	MESH	C009217
taxiphyllin	MESH	C011360
2-keto-L-gulonate	MESH	C015252
neolinustatin	MESH	C023031
tartronate semialdehyde	MESH	C027028
5-dehydro-2-degxy-D-gluconate	MESH	C030691
5-keto-2-D-gluconate	MESH	C030691
D-gluconate	MESH	C030691
5-dehydro-2-deoxy-D-gluconate	MESH	C045553
L-idonate	MESH	C113317
malonate semialdehyde dihydroxyacetone phosphate	MESH	D004099
D-fructose	MESH	D005632
5-dehydro-L-gluconate	MESH	D005942
P-gluconate	MESH	D005942
5-deoxy-D-glucuronate	MESH	D005965
D-glucuronate	MESH	D005965
D-glyceraldehyde pyruvate	MESH	D005985
4-hydroxybenzaldehyde hydrogen cyanide	MESH	D006856
hydrogen cyanide butan-2-one	MESH	D006856
T-keto-D-chiro-inositol	MESH	D007294
keto-D-chiro-inositol	MESH	D007294
2,4-didehydro-inositol	MESH	D007294
Inositol	MESH	D007294
inositol	MESH	D007294
3-phosphate	MESH	D010710
6-phosphate	MESH	D010710
phosphate	MESH	D010710
D-sorbitol	MESH	D013012
