word	source	identifier
PHB	MESH	C514366
H4Folate	MESH	D005492
25-ethvimalonyi-CoA	MESH	C065987
acetyl-CoA	MESH	D000105
serine	MESH	C047902
hydroxypyruvate	MESH	C012375
glyoxylate glycine	MESH	D006038
25-ethylmalonyl-CoA	MESH	C102829
malyl-CoA	MESH	C042519
Serine	MESH	C047902
methylsuccinyl-CoA	MESH	C102828
2-phosphoglycerate	MESH	C008885
succinate	MESH	D013386
mesaconyl-CoA	MESH	C065987
TCA	MESH	C000589078
pyruvate	MESH	D011773
citrate	MESH	C102006
succinyl	MESH	C035687
methylmalyl-CoA	MESH	C065987
iso-citrate	MESH	C102006
