word	source	identifier
ATP	MESH	D000255
Glucose	MESH	D005947
N-acetyl	MESH	C520160
glucosamine	MESH	D005944
Mannose	MESH	D008358
Fructose	MESH	D005632
Trp	MESH	C509690
Tyr	MESH	C042696
Phe	MESH	C026650
Glyceraldehyde	MESH	D005985
ADP	MESH	D000244
Cys	MESH	C046557
Met	MESH	C034758
Putrescine	MESH	D011700
Glycerate-3P	MESH	C005156
Ser	MESH	C530429
Phosphate	MESH	D010710
Val	MESH	C081489
2-Oxoisovalerate	MESH	C001505
Leu	MESH	C038361
Ala	MESH	C026593
Iron	MESH	D007501
Microcin C	MESH	C444452
Fatty acid	MESH	D005227
Acetyl-CoA	MESH	D000105
Asp	MESH	C108952
Thr Asn	MESH	C055175
Glu	MESH	C094686
TCA	MESH	C000589078
Lys	MESH	C026591
Arg Glu	MESH	C024362
2-Oxoglutarate	MESH	C029743
NADH	MESH	D009243
Amino acid	MESH	D000596
