word	source	identifier
N-acetylmannosamine-6-P	MESH	C002022
2-ketogluconate	MESH	C008229
2-ketogluconate 6-P	MESH	C008229
Orotidine 5-P	MESH	C008714
Succinyl-CoA	MESH	C012046
S-Lactoylglutathione	MESH	C013585
1,3-BP-Glycerate D-Tagatose 1,6-P	MESH	C030192
Phenylpyruvate	MESH	C031606
N-acetylmuramic acid	MESH	C031651
D-RiboseRibulose-5-P	MESH	C100182
D-glycero-mannoheptose-7-P	MESH	C413547
Acetaldehyde	MESH	D000079
N-acetyl glucosamine-1-P	MESH	D000117
N-acetyl glucosamine-6-P	MESH	D000117
UTPN-acetyl glucosamine-UTP	MESH	D000117
D-Alanine	MESH	D000409
L-Alanine	MESH	D000409
Ethanol	MESH	D000431
L-cysteine	MESH	D003545
Cys	MESH	D003545
Galactitol	MESH	D004376
5-P Fructose-6-P	MESH	D005632
Fructose-1,6-BP	MESH	D005632
Fructose-6-P	MESH	D005632
Fructose-6-P 3-P-Glycerate	MESH	D005632
Gluconate	MESH	D005942
tGluconate	MESH	D005942
Glucosamine-6-P	MESH	D005944
Glucose	MESH	D005947
Glucose-6-P	MESH	D005947
Glutamine	MESH	D005973
Glutathione	MESH	D005978
hydrogen sulfide	MESH	D006862
Isocitrate	MESH	D007523
Oxaloacetate	MESH	D010071
Phenylalanine O-acetylserine	MESH	D010649
Pyruvate	MESH	D011773
Dihydroortate Ribose-5-P	MESH	D012266
Ribose-5-P	MESH	D012266
L-serine	MESH	D012694
Succinate	MESH	D013386
Sucrose	MESH	D013395
Sulfate	MESH	D013431
Sulfite	MESH	D013447
UTP	MESH	D014544
UTP(Gly)	MESH	D014544
Glutamate	MESH	D018698
