word	source	identifier
Alanine	MESH	D000409
aspartate		
Sphingolipid	MESH	D013107
Valine	MESH	C521924
leucine	MESH	C038361
Isocitate <---- Citric acid	MESH	D019343
Citrate	MESH	C102006
L-Glutamine		
2-Oxoglutarate	MESH	C029743
Oxaloacetate	MESH	D010071
Glyoxylate	MESH	D006038
Glycine	MESH	D005998
Threonine	MESH	C061951
Spemidine->Glutathione	MESH	D005978
L-Glutamate->Mesaconate		
Arginine	MESH	D001127
Iproline		
Dicarboxylate	MESH	C004860
Serine	MESH	C047902
Glutamate		
Proline	MESH	C489032
2-oxobutanoate	MESH	C005087
Omithine<------- Arginine	MESH	D001127
bile acid	MESH	D001647
Tryptophan		
L-Arginine Serotonin*-5-Hydroxy-L-tryptophan <----Sphingosine-1P		
Linoleic acid	MESH	D008041
Linoleate  ------ Acetoacetate <----- Acetyl-COA <------- Pyruvate	MESH	C479798
L-Leucine	MESH	C027819
Pantothenate	MESH	D010205
L-Valine <----- 3-Methyl-2-oxobutanoate <---------2-Acetolactate	MESH	C006359
