word	source	identifier
NADPH NADP	MESH	D009249
Hexosamine	MESH	D006595
Glucose	MESH	D005947
Polyol	MESH	C029873
Ribulose-5-P	MESH	C100182
Ribose-5-P	MESH	D012266
Glutamine	MESH	C578860
NADP	MESH	D009249
NADPH	MESH	D009249
Nucleotide	MESH	D009711
Pentose Phospate	MESH	D010429
Glucosamine-6-P	MESH	D005944
Fructose	MESH	D005632
UDP	MESH	D014530
Glyceraldehyde	MESH	D005985
NAD	MESH	D009243
NADH	MESH	D009243
Acetyl-CoA	MESH	D000105
ADP	MESH	D000244
ATP	MESH	D000255
Malonyl-CoA	MESH	D008316
Fatty acids	MESH	D005227
Pyruvate	MESH	D011773
Lactate	MESH	D019344
NADH NAD	MESH	D009243
Nitric oxide	MESH	D009569
Arginine	MESH	D001127
Aspartate		
Oxaloacetate	MESH	D010071
Citrate	MESH	C102006
Arg	MESH	C076685
MDH1NAD	MESH	D009243
TCA	MESH	C000589078
Ornithine	MESH	C008973
Isocitrate	MESH	D007523
ANAD	MESH	C059357
Malate-Aspartate		
Succinate	MESH	D013386
Glutamate		
