word	source	identifier
S-Oglucosephosphate	MESH	D013455
ATP	MESH	D000255
6-ohosphofuckokinose	MESH	C043832
phosphate	MESH	D010710
ADP	MESH	D000244
fructose-1,6 pisphosphate	MESH	D005632
fructose-binphosphate	MESH	D005632
D-glyceraldehyle-3-phosphate	MESH	D010710
Jose-phosphate	MESH	D010710
phosphate riose-phosphate	MESH	D010710
NAD	MESH	D009243
riose-phonohate isoedehye-3phonphate	MESH	C039620
glycerakdehyde--phosphate	MESH	D010710
glyneraldehyde-3-phosphate	MESH	D010710
NADH	MESH	D009243
1,3-bisphaspho-D-glycarate	MESH	D002762
photchoenolpyruvate		
AMP	MESH	D000249
Amino Acid	MESH	D000596
Pyruvate	MESH	D011773
