word	source	identifier
Fructose 6-phosphate	MESH	C027618
Fructose 6-phosphate Glyceraldehyde 3-phosphate	MESH	C027618
Fructose 1,6-bisphosphate	MESH	C029063
Ribose 5-phosphate	MESH	C031626
6-Phosphogluconolactone	MESH	C114004
Dihydroxyacetone	MESH	D004098
Dihydroxyacetone2 ATP	MESH	D004098
Glucose	MESH	D005947
Glyceraldehyde	MESH	D005985
Glyceraldehyde 3-phosphate	MESH	D005986
3-phosphate	MESH	D010710
6-phosphate	MESH	D010710
phosphate	MESH	D010710
Pyruvate	MESH	D011773
Ribose	MESH	D012266
Glucose 6-phosphate	MESH	D019298
