word	symbol	source	hgnc_symbol	entrez
MTOR	MTOR	hgnc_symbol	MTOR	2475
NF1	NF1	hgnc_symbol	NF1	4763
MEK	MEK	bioentities_symbol	MAP2K2	5605
ERK	ERK	bioentities_symbol	MAPK3	5595
BRAF	BRAF	hgnc_symbol	BRAF	673
MDM2	MDM2	hgnc_symbol	MDM2	4193
MDM4	MDM4	hgnc_symbol	MDM4	4194
MEK	MEK	bioentities_symbol	MAP2K1	5604
PI3K	PI3K	bioentities_symbol	PIK3R3	8503
NRAS	NRAS	hgnc_symbol	NRAS	4893
P14ARF	p14ARF	hgnc_alias_symbol	CDKN2A	1029
BCL2	BCL2	hgnc_symbol	BCL2	596
P16INK4A	p16INK4a	hgnc_alias_symbol	CDKN2A	1029
CDK4	CDK4	hgnc_symbol	CDK4	1019
ERK	ERK	bioentities_symbol	MAPK1	5594
PI3K	PI3K	bioentities_symbol	PIK3R6	146850
GSK3B	GSK3B	hgnc_symbol	GSK3B	2932
KIT	KIT	hgnc_symbol	KIT	3815
PI3K	PI3K	bioentities_symbol	PIK3CB	5291
PI3K	PI3K	bioentities_symbol	PIK3CD	5293
PI3K	PI3K	bioentities_symbol	PIK3CG	5294
BIM	BIM	hgnc_alias_symbol	BCL2L11	10018
BAD	BAD	hgnc_symbol	BAD	572
PTEN	PTEN	hgnc_symbol	PTEN	5728
RPS6KA1	RPS6KA1	hgnc_symbol	RPS6KA1	6195
PI3K	PI3K	bioentities_symbol	PIK3R5	23533
PI3K	PI3K	bioentities_symbol	PIK3R4	30849
p53	p53	hgnc_alias_symbol	TP53	7157
AKT	AKT	bioentities_symbol	AKT3	10000
AKT	AKT	bioentities_symbol	AKT1	207
PI3K	PI3K	bioentities_symbol	PIK3CA	5290
AKT	AKT	bioentities_symbol	AKT2	208
