word	symbol	source	hgnc_symbol	entrez
HDAC	HDAC	bioentities_symbol	HDAC6	10013
EZH2	EZH2	hgnc_symbol	EZH2	2146
HDAC	HDAC	bioentities_symbol	HDAC5	10014
HDAC	HDAC	bioentities_symbol	HDAC10	83933
GNB2	GNB2	hgnc_symbol	GNB2	2783
Fos	FOS	hgnc_symbol	FOS	2353
HDAC	HDAC	bioentities_symbol	SIRT2	22933
RAF	RAF	bioentities_symbol	ARAF	369
HDAC	HDAC	bioentities_symbol	SIRT5	23408
GRN	GRN	hgnc_symbol	GRN	2896
RAE1	RAE1	hgnc_symbol	RAE1	8480
E2F3	E2F3	hgnc_symbol	E2F3	1871
EGR1	EGR1	hgnc_symbol	EGR1	1958
HDACI	HDAC_I	bioentities_symbol	HDAC2	3066
HDACI	HDAC_I	bioentities_symbol	HDAC1	3065
FYN	FYN	hgnc_symbol	FYN	2534
GAPDH	GAPDH	hgnc_symbol	GAPDH	2597
HDAC	HDAC	bioentities_symbol	HDAC7	51564
HDAC	HDAC	bioentities_symbol	HDAC8	55869
HDAC	HDAC	bioentities_symbol	HDAC11	79885
HDAC	HDAC	bioentities_symbol	HDAC3	8841
RAF	RAF	bioentities_symbol	RAF1	5894
RAF	RAF	bioentities_symbol	BRAF	673
HDAC	HDAC	bioentities_symbol	SIRT4	23409
CXCL10	CXCL10	hgnc_symbol	CXCL10	3627
CCTA	Ccta	hgnc_alias_symbol	TCP1	6950
PARP1	PARP1	hgnc_symbol	PARP1	142
PIAS4	PIAS4	hgnc_symbol	PIAS4	51588
PNKP	PNKP	hgnc_symbol	PNKP	11284
PRKDC	PRKDC	hgnc_symbol	PRKDC	5591
PTN	PTN	hgnc_symbol	PTN	5764
PTTG!	PTTG	hgnc_alias_symbol	PTTG1	9232
RAC1	RAC1	hgnc_symbol	RAC1	5879
STAT	STAT	bioentities_symbol	STAT6	6778
TCR	TCR	bioentities_symbol	TRA	6955
HDAC	HDAC	bioentities_symbol	HDAC9	9734
HDAC	HDAC	bioentities_symbol	HDAC4	9759
RAF1	RAF1	hgnc_symbol	RAF1	5894
HDAC	HDAC	bioentities_symbol	SIRT3	23410
HDAC	HDAC	bioentities_symbol	SIRT1	23411
HDAC	HDAC	bioentities_symbol	HDAC1	3065
HDAC	HDAC	bioentities_symbol	HDAC2	3066
HDAC	HDAC	bioentities_symbol	SIRT7	51547
HDAC	HDAC	bioentities_symbol	SIRT6	51548
STAT	STAT	bioentities_symbol	STAT5A	6776
STAT	STAT	bioentities_symbol	STAT5B	6777
MCM2	MCM2	hgnc_symbol	MCM2	4171
MCM3	MCM3	hgnc_symbol	MCM3	4172
MCM4	MCM4	hgnc_symbol	MCM4	4173
ARHGEF1	ARHGEF1	hgnc_symbol	ARHGEF1	9138
HDAC1	HDAC1	hgnc_symbol	HDAC1	3065
HDACI	HDAC_I	bioentities_symbol	HDAC8	55869
HDACI	HDAC_I	bioentities_symbol	HDAC3	8841
TRAF	TRAF	bioentities_symbol	TRAF1	7185
TRAF	TRAF	bioentities_symbol	TRAF2	7186
TRAF	TRAF	bioentities_symbol	TRAF3	7187
TRAF	TRAF	bioentities_symbol	TRAF5	7188
TRAF	TRAF	bioentities_symbol	TRAF6	7189
KHSRP	KHSRP	hgnc_symbol	KHSRP	8570
TRAF	TRAF	bioentities_symbol	TRAF7	84231
TRAF	TRAF	bioentities_symbol	TRAF4	9618
TRAF2	TRAF2	hgnc_symbol	TRAF2	7186
UBD	UBD	hgnc_symbol	UBD	10537
CAND1	CAND1	hgnc_symbol	CAND1	55832
CCNE1	CCNE1	hgnc_symbol	CCNE1	898
NR3C1	NR3C1	hgnc_symbol	NR3C1	2908
SMARCA2	SMARCA2	hgnc_symbol	SMARCA2	6595
STAT	STAT	bioentities_symbol	STAT1	6772
STAT	STAT	bioentities_symbol	STAT2	6773
STAT	STAT	bioentities_symbol	STAT3	6774
STAT	STAT	bioentities_symbol	STAT4	6775
TRA	TRA	hgnc_symbol	TRA	6955
TCR	TCR	bioentities_symbol	TRB	6957
TCR	TCR	bioentities_symbol	TRD	6964
RBBP4	RBBP4	hgnc_symbol	RBBP4	5928
TCR	TCR	bioentities_symbol	TRG	6965
NONO	NONO	hgnc_symbol	NONO	4841
XPO1	XPO1	hgnc_symbol	XPO1	7514
MCM7	MCM7	hgnc_symbol	MCM7	4176
YWHAH	YWHAH	hgnc_symbol	YWHAH	7533
