word	symbol	source	hgnc_symbol	entrez
PI3K	PI3K	bioentities_symbol	PIK3CB	5291
PKA	PKA	bioentities_symbol	PRKAR2B	5577
PI3K	PI3K	bioentities_symbol	PIK3CA	5290
PKA	PKA	bioentities_symbol	PRKAR2A	5576
PI3K	PI3K	bioentities_symbol	PIK3CD	5293
PI3K	PI3K	bioentities_symbol	PIK3R3	8503
PI3K	PI3K	bioentities_symbol	PIK3R4	30849
PKA	PKA	bioentities_symbol	PRKAR1B	5575
PKA	PKA	bioentities_symbol	PRKACA	5566
PKA	PKA	bioentities_symbol	PRKACG	5568
PI3K	PI3K	bioentities_symbol	PIK3R6	146850
Myc	MYC	hgnc_symbol	MYC	4609
PKA	PKA	bioentities_symbol	PRKAR1A	5573
PI3K	PI3K	bioentities_symbol	PIK3R5	23533
PTEN	PTEN	hgnc_symbol	PTEN	5728
PI3K	PI3K	bioentities_symbol	PIK3CG	5294
BAD	BAD	hgnc_symbol	BAD	572
PKA	PKA	bioentities_symbol	PRKACB	5567
