word	source	identifier
D-Glyceraldehyde-3-phosphate	MESH	D005986
Pyruvate	MESH	D011773
Acetyl-CoA	MESH	D000105
Acetoacetyl-CoA	MESH	C010667
1-Deoxy-D-xylulose-5-phosphate	MESH	C022219
DXR	MESH	D004317
2-C-methyl-D-erythritol-4-phosphate	MESH	C114232
4-diphosphate-2-C-methyl-D-erythritol	MESH	C114232
4-diphosphate-2-C-methyl-D-erythritol-2-phosphate	MESH	C114232
2-C-methyl-D-erythritol-2,4-cyclodiphosphate	MESH	C443879
4-hydroxy-3-methylbutenyl-4-diphosphate	MESH	D011756
isopentenyl diphosphate	MESH	C004809
3-hydroxy-3-methylglutaryl-CoA	MESH	C008047
Mevalonaic acid	MESH	D000596
Mevalonate-5-phosphate	MESH	C045038
Mevalonate-5-pyrophosphate	MESH	C046285
Isopentenyl diphosphate	MESH	C004809
Dimethylallyl diphosphate	MESH	C043060
Famesyl diphosphate	MESH	D011756
Geranyl diphosphate	MESH	C511282
Geranylgeranyl diphosphate	MESH	C002963
Sesquiterpenes	MESH	D012717
Monoterpenes	MESH	D039821
Diterpenes	MESH	D004224
Triterpenes	MESH	D014315
