word	source	identifier
Lactone	MESH	D007783
alcohol	MESH	D000431
Pinoresinol	MESH	C103298
O	MESH	D013481
Azurin	MESH	C043182
4-(4'-hydroxy-3'-methoxyphenyl)	MESH	C032868
2,3-bis(hydroxymethyl)-4	MESH	C540835
oxobutanoic acid	MESH	C005087
PinB	MESH	C546774
Vanillin	MESH	C100058
Vanillic acid	MESH	D014641
VanB	MESH	C488457
4-hydroxy-2-(hydroxymethyl)	MESH	C054577
butanoic acid	MESH	D020148
OH Formaldehyde	MESH	D005557
2-Methoxyhydroquinone	MESH	C021591
Formaldehyde	MESH	D005557
Succinyl-CoA	MESH	C012046
Acetyl-CoA	MESH	D000105
4-Hydroxy-6-methoxy	MESH	C470596
2,4-dienoate	MESH	C061660
Maleylacetate	MESH	C011905
3-Carboxymuconate	MESH	C558759
3-Keto-adipyl-CoA	MESH	D007651
B-Ketoadipate-enol-lactone	MESH	C027316
4-Carboxy-muconolactone	MESH	C039879
