word	source	identifier
O-antigen	MESH	D013481
Glc-1-P	MESH	C105508
CDP	MESH	D003565
D-Man-6-P	MESH	C472426
CDP-6-deoxy	MESH	D003565
xylo-hexos-4-ulose	MESH	C515042
ATDP-4-dehydro	MESH	C063018
L-mannose	MESH	D008358
4-pyridoxamine 6-deoxy	MESH	D011733
D3,4-glucoseen	MESH	D015084
dTDP-4-dehydro	MESH	C087004
D-glucose	MESH	D005947
GDP-D-Man	MESH	D006153
GDP-4-dehydro	MESH	D006153
D-mannose	MESH	D008358
CDP-3,6-dideoxy	MESH	D003565
D-erythro-hexos-4-ulose	MESH	C493207
GDP	MESH	D006153
ADP	MESH	D000244
Rib	MESH	C059700
