word	source	identifier
methyl	MESH	C031105
Adenosine	MESH	D000241
L-Arginine		
S-adenosylmethionine	MESH	D012436
S-methionine	MESH	D008715
L-Ornithine	MESH	C008973
CpG	MESH	C024660
Dimethylglycine	MESH	C025138
THF	MESH	C006461
tetraliydrofolate		
Omithine		
Adenosylmethionine	MESH	D012436
Betaine-homocysteine	MESH	D006710
Methionine	MESH	D008715
Vitamine B12	MESH	D024505
Putrescine	MESH	D011700
Decarboxylated S-adenosylmethionine	MESH	C012702
Spermidine	MESH	D013095
N5-Methyl THF	MESH	C006461
tetrahydrofolate	MESH	D013763
Aminopropyl	MESH	C531920
Homocysteine	MESH	D006710
purine	MESH	D011687
Serine	MESH	C047902
Cystathionine-B	MESH	D003540
Spermine	MESH	D013096
Vitamine	MESH	D024505
Cystathionine	MESH	D003540
Cysteine	MESH	D003545
S-adenosylhomocysteine	MESH	D012435
