word	source	identifier
succinyl-CoA	MESH	C012046
cys-aconitate	MESH	D000156
alanine	MESH	D000409
ammonia	MESH	D000641
arginine	MESH	D001120
asparagine	MESH	D001216
MK1232-33 L-aspartate	MESH	D001224
cysteine	MESH	D003545
FAD	MESH	D005182
folate	MESH	D005492
formate	MESH	D005561
fructose-1,6-PP	MESH	D005632
fructose-6-P	MESH	D005632
fumarate	MESH	D005650
L-glutamine	MESH	D005973
dihydroxyaldehyde MK1664 glyceraldehyde-3-P	MESH	D005985
glycine	MESH	D005998
histidine	MESH	D006639
isoleucine	MESH	D007532
oxoglutarate	MESH	D007656
leucine	MESH	D007930
methionine	MESH	D008715
nitrite	MESH	D009573
oxaloacetate	MESH	D010071
phenylalanine	MESH	D010649
phosphate	MESH	D010710
Phosphoenolpyruvate	MESH	D010728
proline	MESH	D011392
diphosphate	MESH	D011756
pyruvate	MESH	D011773
2-Deoxy-D-ribose	MESH	D012266
2-Deoxy-D-ribose-5-P	MESH	D012266
D-ribose-5-P	MESH	D012266
serine	MESH	D012694
succinate	MESH	D013386
threonine	MESH	D013912
tyrosine	MESH	D014443
valine	MESH	D014633
arsenite	MESH	D018053
L-glutamate	MESH	D018698
L-lactate	MESH	D019344
lactate	MESH	D019344
