word	source	identifier
3-phosphoglycerate	MESH	C005156
gluconolactone SOLA gluconate GNDI phosphate	MESH	C010730
1,3-biphosphoglycerate	MESH	C015891
Gluconic acid	MESH	C030691
Ribulose	MESH	C100182
Acetaldehyde	MESH	D000079
Acetoin	MESH	D000093
Aconitate	MESH	D000156
Ethanol	MESH	D000431
butanediol	MESH	D002072
Dihydroxyacetone	MESH	D004098
Fructose	MESH	D005632
Fructose-6-4	MESH	D005632
fructose	MESH	D005632
Glucose	MESH	D005947
glucose	MESH	D005947
Glyceraldehyde	MESH	D005985
Glycerol	MESH	D005990
Oxaloacetate	MESH	D010071
3-phosphate	MESH	D010710
7-phosphate	MESH	D010710
phosphate	MESH	D010710
Phosphoenolpyruvate	MESH	D010728
6-diphosphate	MESH	D011756
Pyruvate	MESH	D011773
Ribose	MESH	D012266
Succinate	MESH	D013386
Trehalose	MESH	D014199
UDP	MESH	D014530
Acetic acid	MESH	D019342
