word	source	identifier
Isoprene	MESH	C005059
Astaxanthin	MESH	C005948
Geraniol	MESH	C007836
Acetoacetyl-CoA	MESH	C010667
Camphene	MESH	C019286
Isopentanol	MESH	C029683
Sabinene	MESH	C035127
DMAPP	MESH	C043060
Taxadiene	MESH	C093125
Phytoene	MESH	C100185
Abietadiene	MESH	C101761
Amorpha-4,11-diene	MESH	C515348
B-Carotene	MESH	D002338
CDP	MESH	D003565
Diterpenes	MESH	D004224
Mevalonate	MESH	D008798
Pyruvate	MESH	D011773
Sesquiterpenes	MESH	D012717
Triterpenes	MESH	D014315
Canthaxanthin	MESH	D016644
Monoterpenes	MESH	D039821
Hemiterpenes	MESH	D045782
Zeaxanthin	MESH	D065146
