word	source	identifier
Dihydropteroate	MESH	C000978
PPMP	MESH	C026733
Pyrimidine	MESH	C030986
Xiamenmycin B	MESH	C582113
Xiamenmycin A	MESH	C582113
Acetate	MESH	D000085
Adenosine	MESH	D000241
Ala	MESH	D000409
Arginine	MESH	D001120
Asp	MESH	D001224
Cystathionine	MESH	D003540
CDP	MESH	D003565
Fatty acid	MESH	D005227
Fructose	MESH	D005632
Glucose	MESH	D005947
Gly	MESH	D005998
Glyoxylate	MESH	D006038
Histidine	MESH	D006639
Inosine	MESH	D007288
Isoleucine	MESH	D007532
Leucine	MESH	D007930
Met	MESH	D008715
Ser	MESH	D012694
Thr	MESH	D013912
Tryptophan	MESH	D014364
Tyrosine	MESH	D014443
Valine	MESH	D014633
