word	source	identifier
Phenylalanine	MESH	C119108
Methionine	MESH	D008715
phenylalanine	MESH	C119108
Dihomo-methionine	MESH	D008715
Tryptophan		
GSH	MESH	D005978
2-phenylethyl	MESH	C416351
4-methylthio-3-butyl	MESH	C009235
indolyl-3-methyl	MESH	C030737
2-hydroxy-2-phenylethyl	MESH	C577733
N-hydroxy-indolyl-3-methyl GLS	MESH	C588160
4-hydroxy-indolyl-3-methyl GLS	MESH	C588160
4-methylsulfinylbutyl	MESH	C082768
3-butenyl	MESH	D007541
OH	MESH	C031356
2-hydroxy-2-(4-hydroxyphenyl)ethyl	MESH	C028483
4-hydroxy-butyl	MESH	C510588
N-methoxy-indolyl-3-methyl GLS	MESH	C588160
4-methoxy-indolyl-3-methyl	MESH	C096627
2-hydroxy-3-butenyl	MESH	C105224
