word	source	identifier
Alpha-muricholic acid	MESH	C004821
Beta-muricholic acid	MESH	C004821
Hyocholic acid	MESH	C004821
Omega-muricholic acid	MESH	C004821
Hyodeoxycholic acid	MESH	C010471
Murideoxycholic acid	MESH	C010471
Allantoin	MESH	D000481
Vitamin C	MESH	D001205
Bile acid	MESH	D001647
bile acids	MESH	D001647
Chenodeoxycholic acid	MESH	D002635
Cholesterol	MESH	D002784
Cholic acid	MESH	D002793
Deoxycholic acid	MESH	D003840
Glucose	MESH	D005947
Inosine	MESH	D007288
Lithocholic acid	MESH	D008095
Purine	MESH	D011687
sialic acid	MESH	D012794
Ursodeoxycholic acid	MESH	D014580
