word	source	identifier
Glucose	MESH	D005947
Ru5P	MESH	D012428
Creatinine	MESH	D003404
Glycine	MESH	D005998
3-Phosphoglycerate	MESH	C005156
Serine	MESH	C047902
ADP	MESH	D000244
NAD	MESH	D009243
Phosphoenolpyruvate	MESH	D010728
GMP	MESH	C068152
ATP	MESH	D000255
NADH	MESH	D009243
Pyruvate	MESH	D011773
Alanine	MESH	D000409
Tryptophan		
Guanosine	MESH	D006151
Acetyl-CoA	MESH	D000105
Citric acid	MESH	D019343
Aspartic acid	MESH	C403564
Oxaloacetic acid	MESH	D062907
TCA	MESH	C000589078
Lysine Threonine Methionine	MESH	C028718
Glutamate		
Malic acid	MESH	C030298
Glutamine	MESH	C578860
Proline Arginine	MESH	C020924
CMP	MESH	D003568
Cytidine	MESH	D003562
