word	source	identifier
TMAO	MESH	C005855
Succinyl Co-A	MESH	C012046
Adenine	MESH	D000225
Methyithio-adenosine	MESH	D000241
Alanine	MESH	D000409
aldehyde	MESH	D000447
Arginine	MESH	D001120
Aspartate	MESH	D001224
Choline	MESH	D002794
Creatine	MESH	D003401
13,16,19-Docosahexaenoic Acid	MESH	D004281
Fatty Acid	MESH	D005227
Fatty Acids	MESH	D005227
Fructose	MESH	D005632
Galactose	MESH	D005690
Glucose	MESH	D005947
Glutamine	MESH	D005973
Glycerol	MESH	D005990
Glycine	MESH	D005998
Hydroxybutyrate	MESH	D006885
Isocitrate	MESH	D007523
Isoleucine	MESH	D007532
Oxoglutarate	MESH	D007656
Linolenic Acid	MESH	D008042
Methionine	MESH	D008715
Oxaloacetate	MESH	D010071
Proline	MESH	D011392
Putrescine	MESH	D011700
Pyruvate	MESH	D011773
Succinate	MESH	D013386
Taurine	MESH	D013654
Threonine	MESH	D013912
Valine	MESH	D014633
8,11,14-Eicosatrienoic acid	MESH	D015126
linolenate	MESH	D017962
Glutamate	MESH	D018698
Lactate	MESH	D019344
Linoleate	MESH	D019787
