word	source	identifier
UDP-N-acetyl-D-glucosamine	MESH	C026712
UDP	MESH	D014530
N-acetyl-a-D-glucosamine	MESH	D000117
3-3-hydroxyhexadecanoyl-lacpl	MESH	C048143
(3R)-3-hydroxyhexadecanoyl	MESH	C048143
[acp]--UDP	MESH	D014530
N	MESH	D009584
acetylglucosamine O	MESH	D000117
acyl	MESH	D000214
N-acetyl-D-glucosamine	MESH	D000117
UDP-3-0-[(3R)-3-hydroxyhexanoyl]-N-acetyl-a-D-glucosamine	MESH	C026712
UDP-3-0-acyl-N	MESH	C053847
N-acetyl-c-D-glucosamine	MESH	D000117
acetate acetylglucosamine	MESH	D000117
3R-3-hydroxy-13-methyltetradecanoyl-lacpl	MESH	C027332
3R)-3-hydroxy-13-  methyltetradecanoyl-[acyl	MESH	C027332
acetylgiucosamine O	MESH	D013481
UDP-3-0-[(3R)-3-hydroxy-hexadecanoyl]-a-D-glucosamine	MESH	C026712
(3R)-3-hydroxy-15-methylhexanoyl-lacp	MESH	C016977
UDP-3-0	MESH	D014530
hydroxyacyl	MESH	D003067
UDP-3-0-[(3R)-3-hydroxy-13-methyltetradecanoyl]-N-acetyl-a-D-glucosamine	MESH	C026712
glucosamine	MESH	D005944
acetylglucosamine	MESH	D000117
acetate	MESH	D000085
UDP-2-N-[(3R)-3-hydroxy-16-methylhexadecanoyl]- 3-  O-(3R)-3-hydroxyhexadecanoyl]-a-D-glucosamine	MESH	C026712
UDP-3-0-[(3R)-3-hydroxy-13-methyltetradecanoyl]-a-D-glucosamine	MESH	C026712
3-3-hydroxy-15-methylhexanoyl	MESH	C016977
diacylglucosamine		
UDP-2-N-[(3R)-3-hydroxy-15-methylhexadecanoyl]-3-0	MESH	C053847
[(3R)-3-hydroxy-13-methyltetradecanoyl]-a-D-glucosamine	MESH	D005944
disaccharide	MESH	D004187
tetraacyldisaccharide		
ADP	MESH	D000244
