word	source	identifier
Nucuosides		
Sugars	MESH	D002241
Nicotine	MESH	D009538
Cocaine	MESH	D003042
Alropine		
AMPHETAMINE	MESH	D000661
Ephedrine	MESH	D004809
Cathinone	MESH	C023665
Arginine Omithine	MESH	D001127
Pyruvate	MESH	D011773
Acetyl-CoA	MESH	D000105
TCA	MESH	C000589078
Glutamate		
Phenylalanine	MESH	C119108
Prephenate	MESH	C005550
Lysine	MESH	C114808
Tryptophan		
Cadaverine	MESH	D002103
L-DOPA	MESH	D007980
Tyrosine		
Tryptamine	MESH	C030820
Dopamine	MESH	D004298
4-HPAA	MESH	C025086
Colchicine	MESH	D003078
Piperine	MESH	C008922
Noscapine	MESH	D009665
Sangunarine I	MESH	D007455
Morphine	MESH	D009020
Serolonin		
Vinblasine		
Qunine		
Camptothecin	MESH	D002166
