word	source	identifier
Methyleugenol	MESH	C005223
DMAPP	MESH	C043060
Phosphomevalonate	MESH	C045038
Ribulose	MESH	C100182
8-Cadinol	MESH	C445364
3-Dehydroquinate	MESH	C474477
Adenosine	MESH	D000241
Aldehyde	MESH	D000447
Eugenol	MESH	D005054
gluconate	MESH	D005942
Glycine	MESH	D005998
Gly	MESH	D005998
o-lactone	MESH	D007783
Methionine	MESH	D008715
Mevalonate	MESH	D008798
Phenylalanine	MESH	D010649
6-Phosphate	MESH	D010710
Phosphate	MESH	D010710
Pyrophosphate	MESH	D011756
Pyruvate	MESH	D011773
Ser	MESH	D012694
Sucrose	MESH	D013395
Glu	MESH	D018698
Glucose-6-Phosphate	MESH	D019298
