word	source	identifier
Vitamin B6	MESH	D025101
Pyridoxine	MESH	D011736
D-Glyceraldehyde 3-phosphate	MESH	D005986
Pyridoxine phosphate	MESH	C024593
Pyridoxal	MESH	D011730
Succinate	MESH	D013386
TCA	MESH	C000589078
2-Oxoglutarate	MESH	C029743
Fumarate	MESH	D005650
Glutamate		
Citrate	MESH	C102006
Lysine	MESH	C114808
N-Acetyl-L-glutamate Acetyl-CoA		
5-semialdehyde	MESH	C009338
2-Aminoadipic acid	MESH	D015074
Diaminopimelic acid	MESH	D003960
Arginine	MESH	D001127
N-Acetylornithine	MESH	D009584
L-Aspartic acid	MESH	C035650
L-Aspartate		
4-semialdehyde	MESH	C009338
L-Ornithine	MESH	C008973
L-Arginine		
UTP	MESH	D014544
DUDP		
DTMP	MESH	D013938
Uridine	MESH	D014529
Thymidine	MESH	D013936
5-Thymidylic acid	MESH	D013938
CMP	MESH	D003568
Uracil	MESH	D014498
Pyrimidine	MESH	C030986
