word	source	identifier
DON	MESH	C043247
myo-inositol	MESH	C572459
B-alanine	MESH	D000409
amino	MESH	D000596
taurine	MESH	D013654
amino acids	MESH	D000596
ADP	MESH	D000244
choline	MESH	D002794
ATP	MESH	D000255
glucose	MESH	D005947
B-hydroxybutyrate	MESH	D006885
lactate	MESH	D019344
pyruvate	MESH	D011773
alanine	MESH	D000409
acetoacetate	MESH	D000090
AcAc	MESH	D000186
Acetyl-CoA	MESH	D000105
oxaloacetate	MESH	D010071
citrate	MESH	C102006
ketoisocaproate	MESH	C013082
fatty acid	MESH	D005227
leucine	MESH	C038361
2-oxoglutarate	MESH	C029743
glutamate		
succinate	MESH	D013386
glutamine	MESH	C578860
