word	symbol	source	hgnc_symbol	entrez
HADHA	HADHA	hgnc_symbol	HADHA	3030
EVL	EVL	hgnc_symbol	EVL	51466
ENAH	ENAH	hgnc_symbol	ENAH	55740
ETFB	ETFB	hgnc_symbol	ETFB	2109
OPA1	OPA1	hgnc_symbol	OPA1	4976
PEX11A	PEX11A	hgnc_symbol	PEX11A	8800
ETFA	ETFA	hgnc_symbol	ETFA	2108
EHHADH	EHHADH	hgnc_symbol	EHHADH	1962
ACADM	ACADM	hgnc_symbol	ACADM	34
Mup1	MUP1	hgnc_alias_symbol	SLC25A19	60386
acad	ACAD	bioentities_symbol	ACADL	33
acad	ACAD	bioentities_symbol	ACADVL	37
acad	ACAD	bioentities_symbol	GCDH	2639
acad	ACAD	bioentities_symbol	ACAD8	27034
acad	ACAD	bioentities_symbol	ACAD9	28976
acad	ACAD	bioentities_symbol	ACADM	34
acad	ACAD	bioentities_symbol	ACADS	35
acad	ACAD	bioentities_symbol	ACADSB	36
acad	ACAD	bioentities_symbol	IVD	3712
acad	ACAD	bioentities_symbol	ACAD10	80724
acad	ACAD	bioentities_symbol	ACAD11	84129
ABCB6	ABCB6	hgnc_symbol	ABCB6	10058
UQCRHL	UQCRHL	hgnc_symbol	UQCRHL	440567
MT-CYB	MT-CYB	hgnc_symbol	MT-CYB	4519
LETM1	LETM1	hgnc_symbol	LETM1	3954
N-cor	NCOR	bioentities_symbol	NCOR1	9611
N-cor	NCOR	bioentities_symbol	NCOR2	9612
SLC4A4	SLC4A4	hgnc_symbol	SLC4A4	8671
CD36	CD36	hgnc_symbol	CD36	948
MT-CO2	MT-CO2	hgnc_symbol	MT-CO2	4513
Akt	AKT	bioentities_symbol	AKT2	208
Akt	AKT	bioentities_symbol	AKT3	10000
Akt	AKT	bioentities_symbol	AKT1	207
TGFBI	TGFBI	hgnc_symbol	TGFBI	7045
UQCRC1	UQCRC1	hgnc_symbol	UQCRC1	7384
ACADVL	ACADVL	hgnc_symbol	ACADVL	37
CA4	CA4	hgnc_symbol	CA4	762
AFM	AFM	hgnc_symbol	AFM	173
AFM	AFM	hgnc_symbol	AFM	173
HDL	HDL	bioentities_symbol	ALB	213
HDL	HDL	bioentities_symbol	APOA2	336
HDL	HDL	bioentities_symbol	APOA1	335
HDL	HDL	bioentities_symbol	APOE	348
HDL	HDL	bioentities_symbol	CLU	1191
NDUFA1	NDUFA1	hgnc_symbol	NDUFA1	4694
NDUFA13	NDUFA13	hgnc_symbol	NDUFA13	51079
MT-ND3	MT-ND3	hgnc_symbol	MT-ND3	4537
MPC2	MPC2	hgnc_symbol	MPC2	25874
