word	source	identifier
8,6-dihydroxy-2,2-biphenyl	MESH	C010574
oxa-pyrene-2	MESH	C030984
pyrene	MESH	C030984
pyrene cis-1,2-dhydrodiol	MESH	C030984
phenanthrene	MESH	C031181
phthalate	MESH	C032279
trans-2-carboxybenzalpyruvate	MESH	C037695
1-hydroxy-2-naphthoic acid	MESH	C050175
phenanthrene-4-carboxylic acid	MESH	C114693
3,4-dihydrodiol	MESH	C507866
4,5-dihydrodiol	MESH	C507866
2-carboxylic acid	MESH	D002264
4-carboxylic acid	MESH	D002264
carboxylic acid	MESH	D002264
dicarboxylic acid	MESH	D003998
methyl ester	MESH	D004952
lactone	MESH	D007783
acetic acid	MESH	D019342
