word	source	identifier
Uroporphyrinogen	MESH	D014577
Hydrogenobyrinic acid	MESH	C072476
diamide	MESH	D003958
Ilyrinicacid		
llyrinic acid	MESH	D000596
Adenosylcobyrinicacid		
Adenosyl	MESH	C025282
Adenosylcobyric acid	MESH	D000596
Adenosylcobinamide	MESH	C524259
phosphate	MESH	D010710
cobinamide-GDP	MESH	C017142
C-Ribazole	MESH	C015491
Aminopropanol	MESH	D011412
2-phosphate	MESH	D010710
C-Ribazole-S'-phosphate	MESH	C015491
L-threohine-3	MESH	C010200
Dimerthylbenzimidazole		
Adenosylcobalamin	MESH	C000913
Flavin mononucleotide	MESH	D005486
Adenosyl-cobinamide-5'-phosphate	MESH	C017142
