word	source	identifier
Amino Acids	MESH	D000596
6-Pyruvoyltetrahydropterin	MESH	C043832
N-(L-Arginino)succinate	MESH	D013386
Metanephrine	MESH	D008676
4-Methylcatechol	MESH	C018599
N-(D-1-Carbokyethyl)-L-arginine		
N	MESH	D009584
amega Hlydroxyarginine		
Piperidine Cortisol	MESH	D006854
Nerolidol	MESH	C037055
Methylthiononanaldoxime		
Proline	MESH	C489032
3-Methoxytyramine	MESH	C001746
Secalciferol		
3-aminopropyamine Tmine	MESH	C039620
Pentahomomethionine		
L-Tyrosine		
N-Acetyl-L-phenylalanine	MESH	C011156
N-Acetylaspartate	MESH	D009584
N-Acetyaspartyl-glutamate		
Desmosterol	MESH	D003897
sn-glycerol-3-Phosphoethanolamine	MESH	C002449
Hypotaurine	MESH	C003949
5-Oko-D-proline	MESH	C489032
Urocertisone		
Homocysteine	MESH	D006710
Carnitine	MESH	D002331
Acetylcholine L-Phenylalanine	MESH	D000109
L-Homophenylalanine	MESH	C014328
Xanthine	MESH	D019820
L-Threonine	MESH	C033059
5-Aminopentanal	MESH	C068492
LValine		
2-Oxobutanoate	MESH	C005087
Guanine	MESH	D006147
Lipoyl-AMP	MESH	C066182
2-Phytyl-1,4-naphthoquinone	MESH	C510195
Pyridoxaminephosphates Aminamidazole		
Deoxyguanosine	MESH	D003849
2-Oxoglutarate	MESH	C029743
beta-Nitropropanoate	MESH	C055017
Inosine	MESH	D007288
Methylglyoxal	MESH	D011765
(Z)-5-Oxoher-2-enedioate	MESH	C459191
Nicotinamide	MESH	D009536
Aminoimidazole	MESH	C014973
Citrate	MESH	C102006
Homocamosine		
D-Glucasamine Formylanthranilate	MESH	C007792
6-phosphate	MESH	D010710
2-Deoxy-5-hydroxymethylaytidine-5'-triphosphate	MESH	C005692
D-Glucuronolactone	MESH	C004940
Xanthurenic acid	MESH	C028330
Nucleosides	MESH	D009705
Mannitol p-sorbitol	MESH	D008353
1-ethanediol	MESH	D005026
myolnositol		
Carbohydrates	MESH	D002241
