word	source	identifier
D-Glucosamine	MESH	D005944
6-phosphate	MESH	D010710
Phenyipynvate		
Xanthine	MESH	D019820
Phenylalanine	MESH	C119108
NAD	MESH	D009243
Deamino-NAD	MESH	D009243
N-Acetyl-beta-6-glucosaminylamine	MESH	C034195
5-Phospholalphia-D-ribose	MESH	D012266
Asparagine	MESH	C050801
5-Phosphoribosytamine	MESH	C068492
TTACyrbta-Ducoaminyljasparagine		
5'-phosphate	MESH	D010710
GMP	MESH	C068152
Carbampyl phosphate	MESH	D010710
Tetrahydrojolate		
glutamate		
o-mestylhipeurate	MESH	D010100
5-Formiminotetrahydrofolate	MESH	C068492
Cornosine		
4-Imidazolne 5-propanoate	MESH	D011422
Histidine	MESH	C115717
