word	symbol	source	hgnc_symbol	entrez
adh	ADH	bioentities_symbol	ADHFE1	137872
Bod	BOD	hgnc_alias_symbol	BCL2L11	10018
adh	ADH	bioentities_symbol	ADH7	131
Pde	PDE	bioentities_symbol	PDE7B	27115
Pde	PDE	bioentities_symbol	PDE1C	5137
adh	ADH	bioentities_symbol	ADH4	127
adh	ADH	bioentities_symbol	ADH5	128
adh	ADH	bioentities_symbol	ADH6	130
Pde	PDE	bioentities_symbol	PDE8A	5151
adh	ADH	bioentities_symbol	ADH1A	124
adh	ADH	bioentities_symbol	ADH1B	125
adh	ADH	bioentities_symbol	ADH1C	126
Pde	PDE	bioentities_symbol	PDE9A	5152
Pde	PDE	bioentities_symbol	PDE1B	5153
Pde	PDE	bioentities_symbol	PDE6B	5158
Crt	CRT	hgnc_alias_symbol	CALR	811
Pde	PDE	bioentities_symbol	PDE4A	5141
Pde	PDE	bioentities_symbol	PDE7A	5150
ctfAB,atoAD,adc	ADC	hgnc_prev_symbol	AZIN2	113451
Pde	PDE	bioentities_symbol	PDE11A	50940
LdhA	LDHA	hgnc_symbol	LDHA	3939
Pde	PDE	bioentities_symbol	PDE4B	5142
Pde	PDE	bioentities_symbol	PDE6C	5146
Etf	ETF	hgnc_alias_symbol	TEAD2	8463
Pde	PDE	bioentities_symbol	PDE1A	5136
Pde	PDE	bioentities_symbol	PDE6A	5145
Pde	PDE	bioentities_symbol	PDE3A	5139
Pde	PDE	bioentities_symbol	PDE4C	5143
Pde	PDE	bioentities_symbol	PDE8B	8622
Pde	PDE	bioentities_symbol	PDE2A	5138
Sdhc	SDHC	hgnc_symbol	SDHC	6391
Pde	PDE	bioentities_symbol	PDE10A	10846
Hbd	HBD	hgnc_symbol	HBD	3045
Pde	PDE	bioentities_symbol	PDE4D	5144
Pde	PDE	bioentities_symbol	PDE3B	5140
