word	source	identifier
Phosphoenol pyruvate	MESH	C015443
ADP	MESH	D000244
Pyruvate	MESH	D011773
H	MESH	D006859
Acetyl phosphate	MESH	C011632
2 H	MESH	D006859
2 H,0+0	MESH	C027727
ATP	MESH	D000255
Acetate	MESH	D000085
Acetyl-CoA-COA	MESH	C479798
Acetyl	MESH	C011632
phosphate	MESH	D010710
Glucose	MESH	D005947
DPG	MESH	D019794
NAD	MESH	D009243
NADH	MESH	D009243
Lactate	MESH	D019344
Glucose-1-phosphate	MESH	C031590
Glucose-6-phosphate	MESH	D019298
Fructose-1,6-bisphosphate	MESH	C029063
Acetyl-CoA COA	MESH	C479798
acetate	MESH	D000085
