word	source	identifier
Ribose-5-P	MESH	D012266
Glucose-6-P	MESH	D005947
NADPH	MESH	D009249
Fructose-6-P	MESH	D005632
Fructose-1,6-BP	MESH	D005632
DHAP	MESH	C017202
FATTY ACID	MESH	D005227
1,3BP-Glycerate	MESH	C490048
AMINO	MESH	D000596
3P-Glycerate	MESH	C005156
Acetyl-CoA	MESH	D000105
P-enolpyruvate	MESH	C038277
Citrate	MESH	C102006
Isocitrate	MESH	D007523
Lactate	MESH	D019344
Succinate	MESH	D013386
ketoglutarate	MESH	C029743
ADP	MESH	D000244
NADH	MESH	D009243
FADH	MESH	C058805
Ornithine	MESH	C008973
Glutamate		
ARG2	MESH	C545206
Citrulline	MESH	C071162
AMINO ACID	MESH	D000596
