word	source	identifier
Methionine	MESH	D008715
N,N-dimethylglycine	MESH	C025138
Serine	MESH	C047902
ATP	MESH	D000255
Glycine	MESH	D005998
Choline	MESH	D002794
Folate	MESH	D005492
Ba	MESH	D001464
5,10-CH,-THF	MESH	C006461
N-methylglycine	MESH	D012521
SAH R-CH	MESH	C583866
Adenosine	MESH	D000241
5-MTHF	MESH	C032418
Homocysteine	MESH	D006710
Hydrogen sulfide	MESH	D006862
Cystathionine	MESH	D003540
NH	MESH	D000641
Glutamate		
Cysteinesulfinate	MESH	C013461
Cysteine	MESH	D003545
glutamylcysteine	MESH	C017341
Glutathione	MESH	D005978
PPi	MESH	C116317
3-Sulfinylpyruvate	MESH	C039620
Hypotaurine	MESH	C003949
NAD	MESH	D009243
NADH	MESH	D009243
Taurine	MESH	D013654
Pyruvate	MESH	D011773
So	MESH	C090505
disulfide	MESH	D004220
