word	source	identifier
Polycyclic Aromatic	MESH	D011084
Hydrocarbon	MESH	D006838
PAH	MESH	D010130
Oestrogen	MESH	D004967
estrogen	MESH	D004967
4-hydroxyestradiol	MESH	C014036
NADPH	MESH	D009249
H	MESH	D006859
NADP	MESH	D009249
OH-B	MESH	C031356
9-OH-B	MESH	C031356
JP-45-oxide	MESH	C037596
BUP		
BOP-18-dihydrodiol	MESH	C042412
BIJP-45-oxide13oxide	MESH	D010087
BPDE	MESH	D015123
DMBA	MESH	D015127
3,4epoxide	MESH	D004852
trans-DMBA	MESH	D015127
dhydrodiol		
DMBA-3,4diol	MESH	D015127
1,2epoxide	MESH	D004852
O14	MESH	C066010
4SDaydo-4OH	MESH	C031356
glufathionyl BaJP	MESH	C037596
DMBA O	MESH	D015127
