word	source	identifier
3-Phosphoglycerate	MESH	C005156
2-Phosphoglycerate	MESH	C008885
1,3-Bisphosphoglycerate	MESH	C015891
Glycerol 3-phosphate	MESH	C029620
Lysophosphatidic acid	MESH	C032881
Acyl CoA	MESH	D000214
Diacylglycerols	MESH	D004075
Dihydroxyacetone	MESH	D004098
Fructose	MESH	D005632
Glucose	MESH	D005947
Glyceraldehyde	MESH	D005985
Glycerol	MESH	D005990
Malonyl CoA	MESH	D008316
3-phosphate	MESH	D010710
phosphate	MESH	D010710
Phosphatidic acid	MESH	D010712
Phosphoenolpyruvate	MESH	D010728
Pyruvate	MESH	D011773
Triglycerides	MESH	D014280
