word	source	identifier
Folate	MESH	D005492
Tetrahydrofolate	MESH	D013763
THF	MESH	C006461
Methionine	MESH	D008715
Vit Bs	MESH	D024505
Dimethyl glycine	MESH	D005998
S-Adenosyl methionine	MESH	C468227
methylene	MESH	D008752
5,10-MTHF	MESH	C032418
Methyl	MESH	C031105
Vit B12	MESH	D024505
S-Adenosyl homocysteine	MESH	C052343
5-methyl	MESH	C031105
tetrahydrofolate	MESH	D013763
5-MTHF	MESH	C032418
Homocysteine	MESH	D006710
Serine	MESH	C047902
Cystathionine	MESH	D003540
Cysteine	MESH	D003545
Choline	MESH	D002794
Vit	MESH	D024505
Glutamate		
3-mercaptopyruvate	MESH	C008366
cysteine	MESH	D003545
Pyruvate	MESH	D011773
Glutathione	MESH	D005978
GSH	MESH	D005978
