word	source	identifier
NADPH	MESH	D009249
Pentose Phosphate	MESH	D010429
Ru5P	MESH	D012428
Phosphoribosyl pyrophosphate	MESH	D010754
Glutamine	MESH	C578860
Glutamate		
Purine	MESH	D011687
Carbamoyl phosphate	MESH	D002221
5'-phosphoribosylamine	MESH	C008891
N-carbamoyl-L-aspartate		
Glycinamide ribonucleotide	MESH	C402896
Dihydroorotate	MESH	C004768
Formylglycinamide ribonucleotide	MESH	C002824
Pyrimidine	MESH	C030986
Formylglycinamidine ribonucleotide	MESH	D012265
Orotidine monophosphate	MESH	C005417
5-aminoimidazole ribonucleotide	MESH	C031143
Uridine monophosphate	MESH	D014542
UMP	MESH	D014542
Carboxyaminoimidazole ribonucleotide	MESH	D012265
Uridine diphosphate	MESH	D014530
UDP	MESH	D014530
Uridine	MESH	D014529
Uridine triphosphate	MESH	D014544
UTP	MESH	D014544
DUDP		
Uracil	MESH	D014498
Cytidine triphosphate	MESH	D003570
DTMP	MESH	D013938
Cytidine diphosphate	MESH	D003565
CDP	MESH	D003565
Inosine monophosphate	MESH	D007291
Thymidine	MESH	D013936
Cytidine monosphosphate	MESH	D003562
CMP	MESH	D003568
Adenylosuccinate	MESH	C012168
AMPS	MESH	C056288
Xanthosine monophosphate	MESH	C011141
Thymine	MESH	D013941
Cytidine	MESH	D003562
Adenosine monophosphate	MESH	D000249
AMP	MESH	D000249
Guanosine monophosphate	MESH	D006157
GMI	MESH	C553182
ADP	MESH	D000244
Guanosine	MESH	D006151
Adenosine	MESH	D000241
GDP	MESH	D006153
Adenine	MESH	D000225
Guanine	MESH	D006147
