word	source	identifier
erythro-tetrahydrobiopterin	MESH	C003402
guanosine ribonucleotides	MESH	D012265
6-pyruvoyltetrahydropterin	MESH	C043832
tetrahydropterin	MESH	C011552
6-pyruvoyl	MESH	C045652
tetrahydrobiopterin	MESH	C003402
6-pyruvoyl-5,6,7,8-tetra hydropterin	MESH	C045652
triphosphate	MESH	C005692
7,8-dihydroneopterin 3-triphosphate	MESH	C013490
NADPH	MESH	D009249
NADP	MESH	D009249
2-oxi	MESH	C012629
rosmarinic acid	MESH	C041376
catecholamine	MESH	D002395
betalamic acid	MESH	C000252
L-tyrosine		
serotonin	MESH	D012701
melatonin	MESH	D008550
L-erythro-5,6,7,8-tetrahydrobiopterin	MESH	C003402
