word	source	identifier
gluconic acid Ru5P	MESH	C030691
amino acid	MESH	D000596
Nucleotide	MESH	D009711
L-Serine	MESH	C047902
Glycine	MESH	D005998
DHAP	MESH	C017202
Cysteine	MESH	D003545
Cystathionine	MESH	D003540
Tryptophan		
L-Leucine	MESH	C027819
Hypotaurine	MESH	C003949
Glutamine	MESH	C578860
L-Isoleucine	MESH	C043801
L-Kynurenine	MESH	C029366
Pyruvic acid	MESH	D019289
NAD	MESH	D009243
Taurine	MESH	D013654
Glutamic acid	MESH	C030030
L-Lysine	MESH	C114808
Quinolinic acid	MESH	D017378
L-Proline	MESH	C489032
L-Ornithine	MESH	C008973
Acetyl CoA	MESH	D000105
Oxalic acid	MESH	D019815
ketoglutarate	MESH	C029743
L-Arginine		
Asparagine	MESH	C050801
L-Asparate	MESH	C025076
succinyl-CoA	MESH	C012046
Putrescine	MESH	D011700
Malic acid	MESH	C030298
TSA	MESH	C070842
L-Threonine	MESH	C033059
Fumaric acid	MESH	C032005
L-Phenylalanine	MESH	C119108
L-Tyrosine		
L-Valine	MESH	C035810
