word	source	identifier
ALA	MESH	C114767
Acetyl-CoA	MESH	D000105
Oxaloacetate	MESH	D010071
Citrate	MESH	C102006
Fumarate	MESH	D005650
cis-Aconitate	MESH	C043607
ATP	MESH	D000255
Succinate	MESH	D013386
Isocitrate	MESH	D007523
Fatty acids	MESH	D005227
Succinyl	MESH	C035687
2-oxoglutarate	MESH	C029743
NADP	MESH	D009249
ARG ALA LEU	MESH	C545206
NADPH	MESH	D009249
2-oxoglutarate ASP	MESH	C029743
amino acids	MESH	D000596
ARG	MESH	C545206
GABA	MESH	D005680
GSH	MESH	D005978
Phosphate	MESH	D010710
NADP NADPH	MESH	D009249
Nucleotide	MESH	D009711
