word	source	identifier
proline	MESH	C489032
Fatty acid	MESH	D005227
Phenylalanine	MESH	C119108
superoxide	MESH	D013481
Cu	MESH	D003300
Zn	MESH	D015032
ascorbate	MESH	D001205
phenylalanine	MESH	C119108
ammonia	MESH	D000641
4-coumarate	MESH	C573280
Linolenic acid	MESH	D008042
Resveratrol Linoleate	MESH	C059514
Chalcone	MESH	D047188
NAC	MESH	C086501
Phenolics	MESH	C017616
Oxylipins	MESH	D054883
Anthocyanin	MESH	D000872
Resveratrol	MESH	C059514
Ethylene	MESH	D005030
Flavanones	MESH	D044950
O	MESH	D013481
