word	source	identifier
Pertose Phosphate	MESH	D010710
D-gkucone-phosphat	MESH	C007792
ATP	MESH	D000255
ADP	MESH	D000244
Tricarboxylic Acid	MESH	D014233
fructone-baphophate		
oloacetane		
ditydronyacetone		
phosphate	MESH	D010710
Ddyoraldehye-3phophate	MESH	C039620
NAD	MESH	D009243
dyoraldehyde-3phosphate dydrogerane	MESH	D010710
Sate NAD	MESH	D009243
NADH	MESH	D009243
fumarate	MESH	D005650
ubiquinone	MESH	D014451
Serine	MESH	C047902
ubiquinol	MESH	C003741
Suocinate		
DHKTO		
AMP	MESH	D000249
Amino Acid Blosyrthenis	MESH	D000596
Apetyl-CoA	MESH	C065987
Hydrogen	MESH	D006859
