word	source	identifier
fatty acids	MESH	D005227
Glucose	MESH	D005947
Glutamine	MESH	C578860
Lactate	MESH	D019344
Glutamate		
Pentose phosphate	MESH	D010429
NADPH	MESH	D009249
Ribonucleotides	MESH	D012265
NAD	MESH	D009243
P	MESH	D010695
NADH	MESH	D009243
ADP	MESH	D000244
ATP	MESH	D000255
Serine	MESH	C047902
ADP ATP	MESH	D000244
Fatty acid	MESH	D005227
Pyruvate	MESH	D011773
Fatty Acid	MESH	D005227
Carbon	MESH	D002244
Acetyl	MESH	C011632
FAD	MESH	D005182
GSH	MESH	D005978
acetate	MESH	D000085
Citrate	MESH	C102006
TCA	MESH	C000589078
Succinate	MESH	D013386
