word	source	identifier
Ferulic acid	MESH	C004999
Cinnamic acid	MESH	C029010
Feruloylputrescine	MESH	C065165
N-Feruloyltyramine	MESH	C074004
Feruloylagmatine	MESH	C419343
N-Feruloyloctopamine	MESH	C498173
PutresineAgmatine	MESH	D000376
amides	MESH	D000577
Amines	MESH	D000588
Arginine	MESH	D001120
Hydroxycinnamic acids	MESH	D003373
Hydroxycinnamic acids Co-A thioesters	MESH	D003373
Glucose	MESH	D005947
Palmitoyl Co-A	MESH	D010171
Phenylalanine	MESH	D010649
Pyruvate	MESH	D011773
Succinate	MESH	D013386
Tyramine	MESH	D014439
L-Tyrosine	MESH	D014443
