word	source	identifier
Phosphoenolpyruvic acid	MESH	D000596
Erythrose-4-phosphate	MESH	C026959
Phenylalanine	MESH	C119108
Tyrosine		
Prephenic acid	MESH	C005550
4-Hydroxyphenylpyruvic acid	MESH	C010590
Phenylpyruvic acid	MESH	C031606
4-Hydroxyphenylacetaldehyde	MESH	C097891
Phenylacetaldehyde	MESH	C013192
Phenylacetic acid	MESH	C025136
4-Hydroxyphenylacetic acid	MESH	C008070
Hg	MESH	D008628
Mandelic acid	MESH	C037938
4-Hydroxymandelic acid	MESH	C014600
4-Hydroxybenzoylformic acid	MESH	C030921
Benzoylformic acid	MESH	C012482
MBP	MESH	C504750
Benzaldehyde	MESH	D001547
4-Hydroxybenzyl	MESH	C000598794
alcohol	MESH	D000431
Benzyl alcohol	MESH	D019905
4-Hydroxybenzaldehyde	MESH	C011483
