word	source	identifier
Purine	MESH	D011687
hydroxymethylpyrimidine	MESH	C032260
phosphomethyipyrimidine		
4-Amino-2-methyl-5	MESH	D000596
phosphooxymethyl		
pyrimidine	MESH	C030986
diphosphate	MESH	D011756
ADP	MESH	D000244
ATP	MESH	D000255
Cysteine	MESH	D003545
Glycine	MESH	D005998
cysteine	MESH	D003545
thiamine	MESH	D013831
[ThiS]-CO-AMP	MESH	C014308
aldehyde	MESH	D000447
5-phosphate	MESH	D010710
Imino	MESH	D007098
glycine	MESH	D005998
thiazole	MESH	D013844
phosphate	MESH	D010710
Pyruvate	MESH	D011773
2-Carboxy-4-methyl	MESH	C015732
thiazol-5-(2H)-ylidene	MESH	C550483
ethylphosphate	MESH	C456561
thiamine-phosphate	MESH	D013831
thiazol-5-yl	MESH	C012572
ethyl	MESH	C007650
Hydroxyethyl	MESH	C028001
4-methyithiazole	MESH	C082768
2-phosphoethyl	MESH	C070052
4-methylthiazole	MESH	C410590
TPP	MESH	D013835
Thiamine	MESH	D013831
Ribulose	MESH	C100182
2,5-Dlamino-6-(5-phospho	MESH	C033601
D-ribosylamino	MESH	C007792
4(3H)-one	MESH	D006859
3,4-dihydroxy 2-butanone	MESH	C460540
4-phosphate	MESH	D010710
diaminohydraxyphospho		
ribosylaminopyrimidine		
3,4-Dihydroxy-2	MESH	C063423
butanone-4-phosphate	MESH	C066494
5-Amino-6-(5-phospho	MESH	C033601
D-ribosylaminojuracil	MESH	C007792
5-Amino	MESH	D000596
5-Amino-6	MESH	D000596
ribitylaminouracil		
6,7-Dimethyl	MESH	C032720
ribityl lumazine	MESH	C024381
D-ribitylaminojuracil	MESH	C007792
6,7-dimethyl	MESH	C032720
ribityllumazine	MESH	C014178
5-amino-6-15-phospho	MESH	C033601
ribosylaminojuracil		
riboflavin	MESH	D012256
FAD	MESH	D005182
Riboflavin	MESH	D012256
