word	source	identifier
dihydrofolate	MESH	C010920
erythrose-4-phosphate	MESH	C026959
glycerol-3-phosphate sedoheptukose-1,7-bisphosphatee glycerakdehyde-3-phosphate	MESH	C029620
D-ribulose-5-phosphate	MESH	C031524
dCDP	MESH	C045813
phosphatidylethanolamine	MESH	C483858
adenine	MESH	D000225
Cys	MESH	D003545
CDP	MESH	D003565
CDP-diacylelyceral	MESH	D003565
FAD	MESH	D005182
folic acid	MESH	D005492
D-fructose	MESH	D005632
D-fructose-1,6-bisphosphane	MESH	D005632
D-glucose	MESH	D005947
glycine 5,10-methykenetetrahydrofoli	MESH	D005998
guanine	MESH	D006147
methionine	MESH	D008715
nicotinamide	MESH	D009536
pentose	MESH	D010429
ylulose-S-phosphate	MESH	D010710
phosphatidylserine	MESH	D010718
pyridoxal	MESH	D011730
pyruvate	MESH	D011773
serine	MESH	D012694
thiamine	MESH	D013831
uracil	MESH	D014498
UDP	MESH	D014530
UTP	MESH	D014544
glucose-6-phosphate	MESH	D019298
lactate	MESH	D019344
