word	source	identifier
Asp-Arg-Val-Tyr-lle-His-Pro-Phe-His-Leu-Val-lle-His-Thr-Glu	MESH	C515557
Aspartyl	MESH	C080396
Angiotensin I	MESH	D000803
Asp-Arg-Val-Tyr-lle-His-Pro-Phe-His-Leu	MESH	C515557
Asp-Arg-Val-Tyr-lle-His-Pro-Phe-His	MESH	C515557
des-Asp-Angiotensin I	MESH	C011437
Arg-Val-Tyr-lle-His-Pro-Phe-His-Leu	MESH	C515557
Angiotensin II	MESH	D000804
Asp-Arg-Val-Tyr-lle-His-Pro-Phe	MESH	C091631
Angiotensin III	MESH	D000805
Arg-Val-Tyr-lle-His-Pro-Phe	MESH	C064533
Asp-Arg-Val-Tyr	MESH	C078264
His	MESH	C471213
N	MESH	D009584
Val-Tyr-lle-His-Pro-Phe	MESH	C027509
Arg-Val-Tyr	MESH	C019448
Prolyl	MESH	C065612
Val-Tyr-lle-His-Pro	MESH	C576277
