word	source	identifier
2-Acetolactate	MESH	C006359
Acetoacetyl-CoA	MESH	C010667
Crotonyl-CoA	MESH	C010701
Butyraldehyde	MESH	C018475
Butyryl-CoA	MESH	C024343
2,3-Butanediol	MESH	C026978
Acetaldehyde	MESH	D000079
Acetate	MESH	D000085
Acetoacetate	MESH	D000090
Acetoin	MESH	D000093
Acetone	MESH	D000096
Ethanol	MESH	D000431
Butanol	MESH	D000440
Aspartate	MESH	D001224
Butyrate	MESH	D002087
Cysteine	MESH	D003545
Formate	MESH	D005561
Glucose	MESH	D005947
Methionine	MESH	D008715
Oxaloacetate	MESH	D010071
Pyruvate	MESH	D011773
Succinate	MESH	D013386
Quinolinate	MESH	D017378
Lactate	MESH	D019344
