word	source	identifier
Leucocyanidin	MESH	C001532
Dihydroquercetin	MESH	C003377
Cyanidin	MESH	C017154
Delphinidin	MESH	C017185
Cinnamic acid	MESH	C029010
Leucodelphinidin	MESH	C031451
Myricetin	MESH	C040015
4-coumaroyl CoA	MESH	C058644
Caffeoyl Co A	MESH	C058645
malvidin	MESH	C065861
pelargonidin	MESH	C066957
Dihydrokaempferol	MESH	C080220
Dihydromyricetin	MESH	C472036
Peonidin	MESH	C473205
Petunidin	MESH	C473206
Anthocyanin	MESH	D000872
Chlorogenic acid	MESH	D002726
3-malonyl CoA	MESH	D008316
Phenylalanine	MESH	D010649
Quercetin	MESH	D011794
Coumaroyl quinate	MESH	D011801
Flavonol	MESH	D044948
Kaempferol	MESH	D044949
Flavanones	MESH	D044950
Chalcones	MESH	D047188
