word	source	identifier
Glucose	MESH	D005947
Deoxyviolacein		
Fructose-6P E4P	MESH	D005632
Tryptophan		
Protodeoxyviolaceinc acid	MESH	D000596
Violacein	MESH	C063155
p-Coumaric acid	MESH	C032171
Styrene	MESH	D020058
Tyrosine		
Pyruvate	MESH	D011773
Resveratrol	MESH	C059514
OH	MESH	C031356
Acetyl-CoA	MESH	D000105
Acetate	MESH	D000085
PAH	MESH	D010130
2-Hydroxyphenylacetate	MESH	C026246
Phenylpyruvate	MESH	C031606
4-Coumaroyl-CoA	MESH	C058644
TCA	MESH	C000589078
Phenylacetate	MESH	D010648
Phenylalanine	MESH	C119108
