word	source	identifier
NAD	MESH	D009243
Quinolinic acid	MESH	D017378
Formic acid	MESH	C030544
L-Hydroxykynurenine	MESH	C029366
Tryptophanyl	MESH	C548317
Kynurenine	MESH	C029366
N-formylkynurenine	MESH	D009584
Aminocarboxymuconic		
semialdehyde	MESH	C009338
3-Hydroxyanthranilic acid	MESH	D015095
L-Tryptophan		
OH	MESH	C031356
Aminomuconic semialdehyde	MESH	C009338
Anthranilic acid	MESH	C031385
Serotonin	MESH	D012701
Picolinic acid	MESH	C030614
Glutaryl CoA	MESH	C015901
Kynurenic acid	MESH	D007736
Melatonin	MESH	D008550
Tricarbonic Acid	MESH	D000596
ATP	MESH	D000255
TAM	MESH	C419191
