word	source	identifier
Ribose	MESH	D012266
Fructose	MESH	D005632
O Histidine	MESH	C115717
Imidazole	MESH	C029899
glycercol-3P	MESH	D010695
Ribulose	MESH	C100182
Anthranilate	MESH	C031385
O Tryptophan		
Glycerone	MESH	C003037
Giyceraldehyde		
OTyrosine		
OPhenylaianine		
Glycerate-3P O	MESH	C005156
Phosphoserine	MESH	C054334
Phosphoenoipyruvale O	MESH	D013481
cysteine	MESH	D003545
2-Oxoisovalerate	MESH	C001505
Pyruvate	MESH	D011773
Serine	MESH	C047902
Vaine O	MESH	D013481
Ocysteine		
O	MESH	D013481
O-Acetyl	MESH	D013481
serine	MESH	C047902
O Methionine	MESH	D008715
Cystathionine	MESH	D003540
Homocysteine	MESH	D006710
O Giycine	MESH	D013481
Leucine O	MESH	C038361
Qo Succinyhomoserine	MESH	C109863
2-Oxoisocaproate	MESH	C013082
Isoleucine O	MESH	C043801
L-2-Amino	MESH	D000596
3-Methyl-2	MESH	C031105
oxopentanoate	MESH	C430524
butanoate	MESH	C095498
Threonine	MESH	C061951
Homoserine	MESH	C088386
OAlanine		
N-Succinyl	MESH	C035687
L-2-amino	MESH	D000596
2,4-Diamino	MESH	C047858
OLysine		
Aspartate		
Oxaloacetate O	MESH	D010071
meso-2	MESH	C525406
Diaminopimelate	MESH	C110965
N-Acetyl	MESH	C520160
6-oxopimelate	MESH	C043832
Asparagine	MESH	C050801
4,5-Tetrahydrodipicolinate	MESH	C068492
Glutamine	MESH	C578860
Carbamoyl-P	MESH	D002221
Glutamate		
2-Oroglutarate O	MESH	D013481
O Arginine	MESH	D001127
glutamate		
omithine		
Ornithine	MESH	C008973
O Proline	MESH	C489032
2-Aminoadipate	MESH	C000061
2-Oxoadipate O	MESH	D013481
O Lysine	MESH	C114808
lysine	MESH	C114808
Saccharopine		
