word	source	identifier
ADP	MESH	D000244
Glucose	MESH	D005947
ATP NADP	MESH	D009249
Gluconate	MESH	D005942
ATP	MESH	D000255
NADPH	MESH	D009249
6-P-Gluconate	MESH	D005942
Ribulose-5-P	MESH	C100182
Glucose-6-P	MESH	D005947
Ribulose-1,5-P	MESH	C100182
NADP	MESH	D009249
Fructose-6-P	MESH	D005632
Fructose-1,6-P	MESH	D005632
2-keto-3-deoxy-6- Xylulose-5-P Ribose-5-P	MESH	C022219
phosphogluconate	MESH	C008884
Glyceraldehyde-3-P	MESH	D005985
Glycerone	MESH	C003037
NAD	MESH	D009243
Glycerone-PCErythrose-4-P Fructose-6-P	MESH	D005632
Glycerate-3-P	MESH	C005156
Glyceraldehyde	MESH	D005985
Xylulose-5-P	MESH	D014996
NADH	MESH	D009243
ADP ADP	MESH	D000244
Giycerate-3-P	MESH	D010695
Polyhydroxybutyrate		
3-Hydroxybutyryl-COA Glycerate-2-P	MESH	C479798
Erythrose-4-P	MESH	C073321
3-deoxy-d-arabino	MESH	C090607
heptulosonate-7-P	MESH	C013469
Acetoacetyl-CoA Phosphoenolpyruvate	MESH	C010667
NADH semialdehyde	MESH	D009243
NADH NAD	MESH	D009243
Formate	MESH	D005561
Pyruvate	MESH	D011773
Lactate	MESH	D019344
3-dehydroquinate 3-hydroxypyruvate	MESH	C474477
Glyoxylate	MESH	D006038
CaA	MESH	D002118
Oxalate	MESH	D010070
Fdx1NADOH	MESH	C100229
Acetyl-CoA	MESH	D000105
Glutamate		
Oxoglutarate	MESH	D007656
Glycine	MESH	D005998
5,10-Methylene	MESH	D008752
tetrahydrofolate	MESH	D013763
Pta Acetyl	MESH	C114083
3-dehydroshikimate	MESH	C096387
NADPHSAroE	MESH	D017962
Shikimate-3-P	MESH	C453473
AckADP	MESH	D000244
Oxaloacetate	MESH	D010071
CitHNADH	MESH	C113426
NADNADH		
L-serine	MESH	C047902
Citrate	MESH	C102006
Acetate	MESH	D000085
Isocitrate	MESH	D007523
Malate	MESH	D008293
NADPH NADP	MESH	D009249
CO	MESH	D002245
Tetrahydrofolate	MESH	D013763
ketoglutarate Phosphoenolpyruvate	MESH	D010728
5-enolpyruvyl-shikimate-3-P	MESH	C453473
Succinate	MESH	D013386
Succinyl-CoA	MESH	C012046
Succinic semialdehyde	MESH	C009338
