word	source	identifier
Glucose	MESH	D005947
Fructose	MESH	D005632
Glyceraldehyde	MESH	D005985
Dihydroxyacetone	MESH	D004098
cholesterol	MESH	D002784
Phosphoenolpyruvate	MESH	D010728
fatty acids	MESH	D005227
Pyruvate	MESH	D011773
Acetyl-CoA CoA	MESH	D000105
Lactate	MESH	D019344
Propionyl-CoA	MESH	C009061
Oxalacetate		
Citrate	MESH	C102006
Acetyl-CoA	MESH	D000105
Methylcitrate	MESH	C031605
cis-Aconitate	MESH	C043607
GlcB	MESH	C089452
Glyoxylate	MESH	D006038
Methylisocitrate	MESH	C021058
Succinate	MESH	D013386
Glutamate		
GABA	MESH	D005680
