word	source	identifier
Presqualene diphosphate	MESH	C017672
Squalene	MESH	D013185
Pantothenate	MESH	D010205
Vit-B5	MESH	D024505
Terbinafine	MESH	C041359
Squalene epoxide	MESH	C002821
Farnesyl	MESH	C042455
methyl	MESH	C031105
Lanosterol	MESH	D007810
Geranyl	MESH	C031049
6a-diol	MESH	C518382
B-alanine	MESH	D000409
Fluconazole	MESH	D015725
4,4-dimethyl-cholesta	MESH	C076149
8,14,24-trienol	MESH	C100324
Dimethylallyl-pyrophosphate	MESH	C043060
Amorolfine	MESH	C038974
4'-Phosphopantothenate	MESH	C011988
isopentyl-PP	MESH	C029683
4,4-dimethylzymosterol	MESH	C013499
Mevalonate-5-PP	MESH	D008798
4,4-dimethyl	MESH	C033711
cholesta-8,24-dienol	MESH	C114833
4'-Phosphopantothenoylcysteine	MESH	C082768
Mevalonate	MESH	D008798
Fecosterol	MESH	C039241
Lichesterol	MESH	C014640
4'-Phosphopantotheine	MESH	C082768
Episterol	MESH	C060242
3-hydroxyl-3-methyl	MESH	D017665
gluteryl-CoA	MESH	C065987
5,7,24(28)-trienol	MESH	C100324
dienol	MESH	C114833
Acetoacetyl	MESH	C010667
5,7,22,24(28)-tetraenol	MESH	C087393
Coenzyme A	MESH	D003067
Acetyl	MESH	C011632
Ergosterol	MESH	D004875
Amphotericin B	MESH	D000666
ergosterol	MESH	D004875
