word	source	identifier
Fructose	MESH	D005632
Sucrose	MESH	D013395
UDP	MESH	D014530
sugars	MESH	D002241
glucose	MESH	D005947
Ascorbate	MESH	D001205
Sugar	MESH	D002241
Sugars	MESH	D002241
3-phosphoglycerate	MESH	C005156
Erythrose-4-P	MESH	C073321
phosphate	MESH	D010710
Phosphoenolpyruvate	MESH	D010728
Pyruvate	MESH	D011773
Fatty acids	MESH	D005227
Acetyl-CoA	MESH	D000105
Amino acid	MESH	D000596
Oxaloacetate	MESH	D010071
Citrate	MESH	C102006
Tricarboxylic	MESH	D014233
Isocitrate	MESH	D007523
Amino acids	MESH	D000596
2-oxoglutarate	MESH	C029743
Fumarate	MESH	D005650
Succinate	MESH	D013386
