word	source	identifier
Pa YLKa	MESH	D011471
Leishmaniasis	MESH	D007896
Rheumatoid arthritis	MESH	D001172
Alzheimer's disease	MESH	D000544
Vibrio cholerae infection	MESH	D002771
Tuberculosis	MESH	D014376
Viral myocardits	MESH	D001102
Huntington's disease	MESH	D006816
Epstein-Barr virus infection	MESH	D020031
Malaria	MESH	D008288
trypanosomiasis	MESH	D014352
Parkinson's disease	MESH	D010300
ooli infection	MESH	D007239
infection	MESH	D007239
Amoebiasis	MESH	D000562
Staphylococcus aureus infection	MESH	D013203
KAT		
