word	source	identifier
Flavonoid	MESH	D005419
Chalcone	MESH	D047188
Apigenin	MESH	D047310
CHI	MESH	C084533
OH-Eriodictyol	MESH	C007619
F2H	MESH	D006859
Eriodictyol	MESH	C007619
Naringenin	MESH	C005273
F3H	MESH	D006859
Isoorientin	MESH	C057912
Luteolin	MESH	D047311
Dihydroquercetin	MESH	C003377
Dihydrokaempherol		
Quercetin	MESH	D011794
Leucocyanidin Kaempherol Leucopelargonidin	MESH	C001532
Quercetin glucosides	MESH	C016527
Cyanidin Kaempherol glucosides Pelargonidin	MESH	C078485
Cyanidin-3-glucoside	MESH	C114438
Pelargonidin-3-glucoside	MESH	C078485
